AuthorTag,Author
ACFM,"#Name Bishnu P Joshi #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan. #Name Zhenzhen Dai #Affiliation Department of Biomedical Engineering, University of Michigan, Ann Arbor, Michigan. #Name Zhenghong Gao #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan. #Name Jeong Hoon Lee #Affiliation Department of Gastroenterology, University of Ulsan College of Medicine, Asan Medical Center, Seoul, Korea. #Name Navin Ghimire #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan. #Name Jing Chen #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan. #Name Anoop Prabhu #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan. #Name Erik J Wamsteker #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan. #Name Richard S Kwon #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan. #Name Grace H Elta #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan. #Name Elena M Stoffel #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan. #Name Asha Pant #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan. #Name Tonya Kaltenbach #Affiliation Division of Gastroenterology, Department of Medicine, VA Palo Alto Health Care System, Palo Alto, California. #Name Roy M Soetikno #Affiliation Division of Gastroenterology, Department of Medicine, VA Palo Alto Health Care System, Palo Alto, California. #Name Henry D Appelman #Affiliation Department of Pathology, University of Michigan, Ann Arbor, Michigan. #Name Rork Kuick #Affiliation Department of Biostatistics, University of Michigan, Ann Arbor, Michigan. #Name D Kim Turgeon #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan. #Name Thomas D Wang #Affiliation Division of Gastroenterology, Department of Medicine, University of Michigan, Ann Arbor, Michigan; Department of Biomedical Engineering, University of Michigan, Ann Arbor, Michigan; Department of Mechanical Engineering, University of Michigan, Ann Arbor, Michigan. Electronic address: thomaswa@umich.edu. #Reference 28012848"
ACFN,"#Name Soi Yun #Affiliation Department of Bionanotechnology, Graduate School, Hanyang University-ERICA, Ansan 15588, Republic of Korea. #Name Hyunmin Ryu #Affiliation Department of Bionanotechnology, Graduate School, Hanyang University-ERICA, Ansan 15588, Republic of Korea. #Name E K Lee #Affiliation Department of Bionanotechnology, Graduate School, Hanyang University-ERICA, Ansan 15588, Republic of Korea. Electronic address: eklee@hanyang.ac.kr. #Reference 27989733"
ACFO,"#Name Inam Ullah Khan #Affiliation 1 Laboratory of Molecular Immunology, State Key Laboratory of Genetic Engineering, School of Life Sciences, Fudan University, Shanghai 200433, PR China. #Name Jiansheng Huang #Affiliation 1 Laboratory of Molecular Immunology, State Key Laboratory of Genetic Engineering, School of Life Sciences, Fudan University, Shanghai 200433, PR China. #Name Rui Liu #Affiliation 1 Laboratory of Molecular Immunology, State Key Laboratory of Genetic Engineering, School of Life Sciences, Fudan University, Shanghai 200433, PR China. #Name Jingbo Wang #Affiliation 1 Laboratory of Molecular Immunology, State Key Laboratory of Genetic Engineering, School of Life Sciences, Fudan University, Shanghai 200433, PR China. #Name Jun Xie #Affiliation 1 Laboratory of Molecular Immunology, State Key Laboratory of Genetic Engineering, School of Life Sciences, Fudan University, Shanghai 200433, PR China. #Name Naishuo Zhu #Affiliation 1 Laboratory of Molecular Immunology, State Key Laboratory of Genetic Engineering, School of Life Sciences, Fudan University, Shanghai 200433, PR China. #Reference 28346102"
ACFP,"#Name Osmany Larralde #Affiliation Microbiology RDI, Scottish National Blood Transfusion Service, NHS National Services Scotland, 21 Ellen's Glen Road, Edinburgh, EH17 7QT, UK. olarralde-diaz@nhs.net. #Name Juraj Petrik #Affiliation Microbiology RDI, Scottish National Blood Transfusion Service, NHS National Services Scotland, 21 Ellen's Glen Road, Edinburgh, EH17 7QT, UK. #Reference 28434129"
ACFQ,"#Name Sunghyun Kim #Affiliation School of Life Sciences, Gwangju Institute of Science and Technology (GIST), 123 Cheomdangwagi-ro, Gwangju 500-712, South Korea. #Name Daejin Kim #Name Hyun Ho Jung #Name In-Hyun Lee #Name Jae Il Kim #Name Jeong-Yong Suh #Name Sangyong Jon #Reference 22271427"
ACFR,"#Name Hwa Kyoung Lee #Affiliation Department of Biochemistry and Molecular Biology, Seoul National University College of Medicine , 101 Daehak-ro, Jongno-gu, Seoul 03080, Republic of Korea. #Name Yujean Lee #Affiliation Department of Biochemistry and Molecular Biology, Seoul National University College of Medicine , 101 Daehak-ro, Jongno-gu, Seoul 03080, Republic of Korea. #Name Hyori Kim #Affiliation Biomedical Research Center, Asan Institute for Life Sciences , Asan Medical Center 88, 43 Olympic-ro, Songpa-gu, Seoul 05505, Republic of Korea. #Name Hye-Eun Lee #Affiliation Department of Materials Science and Engineering, Seoul National University , 1 Gwanak-ro, Gwanak-gu, Seoul 08826, Republic of Korea. #Name Hyejin Chang #Affiliation Department of Chemistry Education, Seoul National University , 1 Gwanak-ro, Gwanak-gu, Seoul 08826, Republic of Korea. #Name Ki Tae Nam #Affiliation Department of Materials Science and Engineering, Seoul National University , 1 Gwanak-ro, Gwanak-gu, Seoul 08826, Republic of Korea. #Name Dae Hong Jeong #Affiliation Department of Chemistry Education, Seoul National University , 1 Gwanak-ro, Gwanak-gu, Seoul 08826, Republic of Korea. #Name Junho Chung #Affiliation Department of Biochemistry and Molecular Biology, Seoul National University College of Medicine , 101 Daehak-ro, Jongno-gu, Seoul 03080, Republic of Korea. #Reference 28548828"
ACFS,"#Name Annette Altmann #Affiliation Clinical Cooperation Unit Nuclear Medicine, German Cancer Research Center (DKFZ) Heidelberg, Germany. #Name Max Sauter #Affiliation Department of Nuclear Medicine, University Hospital Heidelberg, Germany. #Name Saskia Roesch #Affiliation Division of Experimental Neurosurgery, Department of Neurosurgery, University Hospital Heidelberg, Germany. #Name Walter Mier #Affiliation Department of Nuclear Medicine, University Hospital Heidelberg, Germany. #Name Rolf Warta #Affiliation Division of Experimental Neurosurgery, Department of Neurosurgery, University Hospital Heidelberg, Germany. #Name Jürgen Debus #Affiliation Department of Radiooncology, University Hospital Heidelberg, Germany. #Name Gerhard Dyckhoff #Affiliation Department of Head and Neck Surgery, University of Heidelberg, Germany. #Name Christel Herold-Mende #Affiliation Division of Experimental Neurosurgery, Department of Neurosurgery, University Hospital Heidelberg, Germany. #Name Uwe Haberkorn #Affiliation Clinical Cooperation Unit Nuclear Medicine, German Cancer Research Center (DKFZ) Heidelberg, Germany. uwe.haberkorn@med.uni-heidelberg.de u.haberkorn@dkfz.de. #Reference 28468949"
ACFT,"#Name Amanda Reider Apel #Affiliation Department of Biology, Johns Hopkins University, Baltimore, MD 21218. #Name Kyle Hoban #Affiliation Department of Biology, Johns Hopkins University, Baltimore, MD 21218. #Name Silvia Chuartzman #Affiliation Department of Molecular Genetics, Weizmann Institute of Science, Rehovot 7610001, Israel. #Name Raffi Tonikian #Affiliation Donnelly Centre, University of Toronto, Toronto, ON M5S 3E1, Canada. #Name Sachdev Sidhu #Affiliation Donnelly Centre, University of Toronto, Toronto, ON M5S 3E1, Canada. #Name Maya Schuldiner #Affiliation Department of Molecular Genetics, Weizmann Institute of Science, Rehovot 7610001, Israel. #Name Beverly Wendland #Affiliation Department of Biology, Johns Hopkins University, Baltimore, MD 21218. #Name Derek Prosser #Affiliation Department of Biology, Johns Hopkins University, Baltimore, MD 21218 dprosser@vcu.edu. #Reference 28701344"
ACFU,"#Name Sihem Ben Abid #Affiliation Laboratory of Eukaryotic Molecular Biotechnology, Center of Biotechnology of Sfax (CBS)/University of Sfax, Sidi Mansour, Sfax, Tunisia. #Name Mouna Sahnoun #Affiliation Laboratory of Microbial Biotechnology and Engineering Enzymes, Center of Biotechnology of Sfax (CBS)/University of Sfax, Sidi Mansour, Sfax, Tunisia. #Name Ines Yacoubi-Hadj Amor #Affiliation Biotechnology and Plant Improvement Laboratory, Center of Biotechnology of Sfax (CBS)/University of Sfax, Sidi Mansour, Sfax, Tunisia. #Name Salma Abdelmoula-Souissi #Affiliation Laboratory of Eukaryotic Molecular Biotechnology, Center of Biotechnology of Sfax (CBS)/University of Sfax, Sidi Mansour, Sfax, Tunisia. #Name Hajer Hassairi #Affiliation Laboratory of Analyses, Center of Biotechnology of Sfax (CBS)/University of Sfax, Sidi Mansour, Sfax, Tunisia. #Name Raja Mokdad-Gargouri #Affiliation Laboratory of Eukaryotic Molecular Biotechnology, Center of Biotechnology of Sfax (CBS)/University of Sfax, Sidi Mansour, Sfax, Tunisia. #Name Ali Gargouri #Affiliation Laboratory of Eukaryotic Molecular Biotechnology, Center of Biotechnology of Sfax (CBS)/University of Sfax, Sidi Mansour, Sfax, Tunisia. faouzi.gargouri@cbs.rnrt.tn. #Reference 28710679"
ACFV,"#Name Wenming Liu #Affiliation Division of Livestock Infectious Diseases, State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, NO. 678 Haping Road Xiangfang District, Harbin 150069, PR China. #Name Baolin Yang #Affiliation Division of Livestock Infectious Diseases, State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, NO. 678 Haping Road Xiangfang District, Harbin 150069, PR China. #Name Mingxia Wang #Affiliation Division of Livestock Infectious Diseases, State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, NO. 678 Haping Road Xiangfang District, Harbin 150069, PR China. #Name Haiwei Wang #Affiliation Division of Livestock Infectious Diseases, State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, NO. 678 Haping Road Xiangfang District, Harbin 150069, PR China. #Name Decheng Yang #Affiliation Division of Livestock Infectious Diseases, State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, NO. 678 Haping Road Xiangfang District, Harbin 150069, PR China. #Name Wenge Ma #Affiliation Institute of Veterinary Medicine, Xinjiang Academy of Animal Science, 151 Eastern Kelamayi Street, Urumqi 830000, PR China. #Name Guohui Zhou #Affiliation Division of Livestock Infectious Diseases, State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, NO. 678 Haping Road Xiangfang District, Harbin 150069, PR China. Electronic address: ghzhoubt@163.com. #Name Li Yu #Affiliation Division of Livestock Infectious Diseases, State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, NO. 678 Haping Road Xiangfang District, Harbin 150069, PR China. #Reference 28711695"
ACFW,"#Name Zhuoxuan Li #Affiliation College of Pharmaceutical Sciences, Southwest University , Chongqing, 400715, PR China. #Name Jing Xie #Affiliation College of Pharmaceutical Sciences, Southwest University , Chongqing, 400715, PR China. #Name Shan Peng #Affiliation College of Pharmaceutical Sciences, Southwest University , Chongqing, 400715, PR China. #Name Sha Liu #Affiliation College of Pharmaceutical Sciences, Southwest University , Chongqing, 400715, PR China. #Name Ying Wang #Affiliation College of Pharmaceutical Sciences, Southwest University , Chongqing, 400715, PR China. #Name Weiyue Lu #Affiliation School of Pharmacy, Key Laboratory of Smart Drug Delivery, Ministry of Education, Fudan University , Shanghai 201203, PR China. #Name Jie Shen #Affiliation College of Pharmacy, University of Rhode Island , Kingston, Rhode Island 02881, United States. #Name Chong Li #Affiliation College of Pharmaceutical Sciences, Southwest University , Chongqing, 400715, PR China. #Reference 28715634"
ACFX,"#Name Arwa Kurabi #Affiliation a Department of Surgery, Division of Otolaryngology , School of Medicine, University of California , La Jolla , CA , USA. #Name Daniel Schaerer #Affiliation a Department of Surgery, Division of Otolaryngology , School of Medicine, University of California , La Jolla , CA , USA. #Name Lisa Chang #Affiliation a Department of Surgery, Division of Otolaryngology , School of Medicine, University of California , La Jolla , CA , USA. #Name Kwang Pak #Affiliation a Department of Surgery, Division of Otolaryngology , School of Medicine, University of California , La Jolla , CA , USA. #Name Allen F Ryan #Affiliation a Department of Surgery, Division of Otolaryngology , School of Medicine, University of California , La Jolla , CA , USA. #Reference 28658990"
ACFY,"#Name Kotaro Sakamoto #Affiliation Pharmaceutical Research Division, Takeda Pharmaceutical Company Limited, 26-1, Muraoka-Higashi 2-chome Fujisawa, Kanagawa 251-8555, Japan. Electronic address: weidlichk58@gmail.com. #Name Yoshihiro Ishibashi #Affiliation Pharmaceutical Research Division, Takeda Pharmaceutical Company Limited, 26-1, Muraoka-Higashi 2-chome Fujisawa, Kanagawa 251-8555, Japan. #Name Ryutaro Adachi #Affiliation Pharmaceutical Research Division, Takeda Pharmaceutical Company Limited, 26-1, Muraoka-Higashi 2-chome Fujisawa, Kanagawa 251-8555, Japan. #Name Shin-Ichi Matsumoto #Affiliation Pharmaceutical Research Division, Takeda Pharmaceutical Company Limited, 26-1, Muraoka-Higashi 2-chome Fujisawa, Kanagawa 251-8555, Japan. #Name Hideyuki Oki #Affiliation Pharmaceutical Research Division, Takeda Pharmaceutical Company Limited, 26-1, Muraoka-Higashi 2-chome Fujisawa, Kanagawa 251-8555, Japan. #Name Yusuke Kamada #Affiliation Pharmaceutical Research Division, Takeda Pharmaceutical Company Limited, 26-1, Muraoka-Higashi 2-chome Fujisawa, Kanagawa 251-8555, Japan. #Name Satoshi Sogabe #Affiliation Pharmaceutical Research Division, Takeda Pharmaceutical Company Limited, 26-1, Muraoka-Higashi 2-chome Fujisawa, Kanagawa 251-8555, Japan. #Name Yumi Zama #Affiliation Pharmaceutical Research Division, Takeda Pharmaceutical Company Limited, 26-1, Muraoka-Higashi 2-chome Fujisawa, Kanagawa 251-8555, Japan. #Name Jun-Ichi Sakamoto #Affiliation Pharmaceutical Research Division, Takeda Pharmaceutical Company Limited, 26-1, Muraoka-Higashi 2-chome Fujisawa, Kanagawa 251-8555, Japan. #Name Akiyoshi Tani #Affiliation Pharmaceutical Research Division, Takeda Pharmaceutical Company Limited, 26-1, Muraoka-Higashi 2-chome Fujisawa, Kanagawa 251-8555, Japan. #Reference 28676225"
ACFZ,"#Name Arwa Kurabi #Affiliation University of California San Diego, Department of Surgery/Otolaryngology, La Jolla, CA, 92037, USA. #Name Kwang K Pak #Affiliation University of California San Diego, Department of Surgery/Otolaryngology, La Jolla, CA, 92037, USA. #Name Marlen Bernhardt #Affiliation University of California San Diego, Department of Surgery/Otolaryngology, La Jolla, CA, 92037, USA. #Name Andrew Baird #Affiliation University of California San Diego, Department of Surgery/Trauma, La Jolla, CA, 92037, USA. #Name Allen F Ryan #Affiliation University of California San Diego, Department of Surgery/Otolaryngology, La Jolla, CA, 92037, USA. #Reference 26946957"
ACGA,"#Name Jong Min Lim #Affiliation Department of Pharmaceutical Engineering, Daegu Haany University, Gyeongsan 38610, Republic of Korea. #Name Nam Su Heo #Affiliation Department of Biological Engineering, Inha University, 100 Inha-ro, Nam-gu, Incheon 22212, Republic of Korea. #Name Seo Yeong Oh #Affiliation Department of Biological Engineering, Inha University, 100 Inha-ro, Nam-gu, Incheon 22212, Republic of Korea. #Name Myung Yi Ryu #Affiliation Department of Pharmaceutical Engineering, Daegu Haany University, Gyeongsan 38610, Republic of Korea. #Name Jeong Hyun Seo #Affiliation School of Chemical Engineering, Yeungnam University, Gyeongsan 38541, Republic of Korea. #Name Tae Jung Park #Affiliation Department of Chemistry, Chung-Ang University, 84 Heukseok-ro, Dongjak-gu, Seoul 06974, Republic of Korea. #Name Yun Suk Huh #Affiliation Department of Biological Engineering, Inha University, 100 Inha-ro, Nam-gu, Incheon 22212, Republic of Korea. Electronic address: yunsuk.huh@inha.ac.kr. #Name Jong Pil Park #Affiliation Department of Pharmaceutical Engineering, Daegu Haany University, Gyeongsan 38610, Republic of Korea. Electronic address: jppark@dhu.ac.kr. #Reference 28780344"
