Reference,Date,Author
29777796,2018 Jul 10,"#Name Qian Wang #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Shi-Bing Li #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Yi-Ying Zhao #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China; Department of Neurosurgery, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou 510120, China. #Name Da-Nian Dai #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Hui Du #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Yan-Zhu Lin #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Jia-Cong Ye #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Jing Zhao #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Wei Xiao #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Yan Mei #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Yi-Tai Xiao #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Shi-Chu Liu #Affiliation Shenzhen Pingshan District People's Hospital, Shenzhen 518118, China. #Name Yan Li #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Yun-Fei Xia #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Er-Wei Song #Affiliation Breast Cancer Center, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou 510120, China. #Name Gang-Hua Tang #Affiliation PET-CT Center, Department of Nuclear Medicine, The First Affiliated Hospital, Sun Yat-Sen University, Guangzhou 510120, China. #Name Wei-Guang Zhang #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Zhi-Jian Li #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Xiao-Bin Zheng #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name De-Hai Cao #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Man-Zhi Li #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Qian Zhong #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Zhong-Ping Chen #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Chao-Nan Qian #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. #Name Wei Fan #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. Electronic address: fanwei@sysucc.org.cn. #Name Guo-Kai Feng #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. Electronic address: fengguok@sysucc.org.cn. #Name Mu-Sheng Zeng #Affiliation State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou 510060, China. Electronic address: zengmsh@sysucc.org.cn."
29770392,2018 Jun 25,"#Name Zeynep Okur #Affiliation Institute of Materials Science and Nanotechnology and National Nanotechnology Research Center (UNAM), Bilkent University, Ankara, 06800, Turkey. atekinay@bilkent.edu.tr. #Name Oya I Senturk #Name Canelif Yilmaz #Name Gulcihan Gulseren #Name Busra Mammadov #Name Mustafa O Guler #Name Ayse B Tekinay"
29568446,2017 Dec 01,"#Name Peter 't Hart #Affiliation Department of Chemical Biology & Drug Discovery , Utrecht Institute for Pharmaceutical Sciences , Utrecht University , Universiteitsweg 99 , 3584 CG Utrecht , The Netherlands . Email: n.i.martin@uu.nl. #Name Thomas M Wood #Affiliation Department of Chemical Biology & Drug Discovery , Utrecht Institute for Pharmaceutical Sciences , Utrecht University , Universiteitsweg 99 , 3584 CG Utrecht , The Netherlands . Email: n.i.martin@uu.nl. #Name Kamaleddin Haj Mohammad Ebrahim Tehrani #Affiliation Department of Chemical Biology & Drug Discovery , Utrecht Institute for Pharmaceutical Sciences , Utrecht University , Universiteitsweg 99 , 3584 CG Utrecht , The Netherlands . Email: n.i.martin@uu.nl. #Name Roel M van Harten #Affiliation Department of Chemical Biology & Drug Discovery , Utrecht Institute for Pharmaceutical Sciences , Utrecht University , Universiteitsweg 99 , 3584 CG Utrecht , The Netherlands . Email: n.i.martin@uu.nl. #Name Małgorzata Śleszyńska #Affiliation Department of Chemical Biology & Drug Discovery , Utrecht Institute for Pharmaceutical Sciences , Utrecht University , Universiteitsweg 99 , 3584 CG Utrecht , The Netherlands . Email: n.i.martin@uu.nl. #Name Inmaculada Rentero Rebollo #Affiliation Institute of Chemical Sciences and Engineering , Ecole Polytechnique Fédérale de Lausanne , Lausanne , Switzerland. #Name Antoni P A Hendrickx #Affiliation Department of Medical Microbiology , University Medical Center , Utrecht , The Netherlands. #Name Rob J L Willems #Affiliation Department of Medical Microbiology , University Medical Center , Utrecht , The Netherlands. #Name Eefjan Breukink #Affiliation Membrane Biochemistry and Biophysics Group , Department of Chemistry , Utrecht University , The Netherlands. #Name Nathaniel I Martin #Affiliation Department of Chemical Biology & Drug Discovery , Utrecht Institute for Pharmaceutical Sciences , Utrecht University , Universiteitsweg 99 , 3584 CG Utrecht , The Netherlands . Email: n.i.martin@uu.nl."
29657602,2017,"#Name Xuewei Qu #Affiliation Stephenson Life Sciences Research Center, Department of Chemistry and Biochemistry, University of Oklahoma, Norman, OK, USA. #Name Penghe Qiu #Affiliation Stephenson Life Sciences Research Center, Department of Chemistry and Biochemistry, University of Oklahoma, Norman, OK, USA. #Name Ye Zhu #Affiliation Stephenson Life Sciences Research Center, Department of Chemistry and Biochemistry, University of Oklahoma, Norman, OK, USA. #Name Mingying Yang #Affiliation Institute of Applied Bioresource Research, College of Animal Science, Zhejiang University, Hangzhou, Zhejiang, China. #Name Chuanbin Mao #Affiliation Stephenson Life Sciences Research Center, Department of Chemistry and Biochemistry, University of Oklahoma, Norman, OK, USA."
29897691,2016 Jul,#Name Shuang Wu #Name Zhuo-xuan Li #Name Guo-jian Liao #Name Zhang-bao Chen #Name Chong Li
29693344,2018 Apr 25,"#Name Deniz Sahin #Affiliation Department of Molecular Biology and Genetics, Istanbul Technical University, Istanbul, Turkey. Email: sahinden@itu.edu.tr #Name Sevket Onur Taflan #Name Gizem Yartas #Name Hassan Ashktorab #Name Duane T Smoot"
29652924,2018,"#Name Michael Thorpe #Affiliation Department of Cell and Molecular Biology, Uppsala University, Uppsala, The Biomedical Center, Uppsala, Sweden. #Name Zhirong Fu #Affiliation Department of Cell and Molecular Biology, Uppsala University, Uppsala, The Biomedical Center, Uppsala, Sweden. #Name Gurdeep Chahal #Affiliation Department of Cell and Molecular Biology, Uppsala University, Uppsala, The Biomedical Center, Uppsala, Sweden. #Name Srinivas Akula #Affiliation Department of Cell and Molecular Biology, Uppsala University, Uppsala, The Biomedical Center, Uppsala, Sweden. #Name Jukka Kervinen #Affiliation Fraunhofer USA Center for Molecular Biotechnology, Newark, United States of America. #Name Lawrence de Garavilla #Affiliation GDL Pharmaceutical Consulting and Contracting, Downingtown, Pennsylvania, United States of America. #Name Lars Hellman #Affiliation Department of Cell and Molecular Biology, Uppsala University, Uppsala, The Biomedical Center, Uppsala, Sweden."
29619474,2018 Apr 17,"#Name Mirao Zha #Affiliation Department of Chemistry, College of Chemistry and Chemical Engineering, The MOE Key Laboratory of Spectrochemical Analysis and Instrumentation, State Key Laboratory of Physical Chemistry of Solid Surfaces, Xiamen University, Xiamen, 361005, P. R. China. chlwu@xmu.edu.cn. #Name Ping Lin #Name Hongwei Yao #Name Yibing Zhao #Name Chuanliu Wu"
29602308,2018 Mar 30,"#Name Kalishwaralal Kalimuthu #Affiliation Dept. Chemical Engineering, Ariel University, 40700, Ariel, Israel. #Name Bat-Chen Lubin #Affiliation Dept. Chemical Engineering, Ariel University, 40700, Ariel, Israel. #Name Andrii Bazylevich #Affiliation Dept. Chemical Sciences, Ariel University, 40700, Ariel, Israel. #Name Gary Gellerman #Affiliation Dept. Chemical Sciences, Ariel University, 40700, Ariel, Israel. #Name Ofer Shpilberg #Affiliation Tel Aviv & Pre-Med Faculty, Assuta Medical Center, Institute of Hematology, Ariel University, 40700, Ariel, Israel. #Name Galia Luboshits #Affiliation Dept. Chemical Engineering, Ariel University, 40700, Ariel, Israel. #Name Michael A Firer #Affiliation Dept. Chemical Engineering, Ariel University, 40700, Ariel, Israel. firer@ariel.ac.il."
29954402,2018 Jun 28,"#Name Hai-Min Hwang #Affiliation Rare Disease Research Center, Korea Research Institute of Bioscience and Biotechnology, 125 Gwahak-ro, Yuseong-gu, Daejeon, 34141, South Korea. #Name Chang-Kyu Heo #Affiliation Rare Disease Research Center, Korea Research Institute of Bioscience and Biotechnology, 125 Gwahak-ro, Yuseong-gu, Daejeon, 34141, South Korea. #Name Hye Jung Lee #Affiliation Proteometech Inc., 1101 Wooree Venture Town, 466 Gangseo-ro, Gangseo-gu, Seoul, 07573, South Korea. #Name Sang-Seob Kwak #Affiliation Rare Disease Research Center, Korea Research Institute of Bioscience and Biotechnology, 125 Gwahak-ro, Yuseong-gu, Daejeon, 34141, South Korea. #Name Won-Hee Lim #Affiliation Rare Disease Research Center, Korea Research Institute of Bioscience and Biotechnology, 125 Gwahak-ro, Yuseong-gu, Daejeon, 34141, South Korea. #Name Jong-Shin Yoo #Affiliation Biomedical Omics Group, Korea Basic Science Institute, 162 YeonGuDanji-ro, Ochang-eup, Cheongju, Chungbuk, 28119, South Korea. #Name Dae-Yuel Yu #Affiliation Disease Model Research Laboratory, Korea Research Institute of Bioscience and Biotechnology, 125 Gwahak-ro, Yuseong-gu, Daejeon, 34141, South Korea. #Name Kook Jin Lim #Affiliation Proteometech Inc., 1101 Wooree Venture Town, 466 Gangseo-ro, Gangseo-gu, Seoul, 07573, South Korea. #Name Jeong-Yoon Kim #Affiliation Department of Microbiology and Molecular Biology, College of Bioscience and Biotechnology, Chungnam National University, 99 Daehak-ro, Yuseong-gu, Daejeon, 34134, South Korea. jykim@cnu.ac.kr. #Name Eun-Wie Cho #Affiliation Rare Disease Research Center, Korea Research Institute of Bioscience and Biotechnology, 125 Gwahak-ro, Yuseong-gu, Daejeon, 34141, South Korea. ewcho@kribb.re.kr."
30153280,2018,"#Name April Ross #Affiliation Department of Diagnostic Sciences, School of Dentistry, University of Texas Health Science Center at Houston, Houston, Texas, United States of America. #Name Jean Wu #Affiliation Department of Diagnostic Sciences, School of Dentistry, University of Texas Health Science Center at Houston, Houston, Texas, United States of America. #Name Colin Carlock #Affiliation Department of Diagnostic Sciences, School of Dentistry, University of Texas Health Science Center at Houston, Houston, Texas, United States of America. #Name William Glass #Affiliation Department of Pathology, McGoven Medical School, University of Texas Health Science Center at Houston, Houston, Texas, United States of America. #Name Ya-Huan Lou #Affiliation Department of Diagnostic Sciences, School of Dentistry, University of Texas Health Science Center at Houston, Houston, Texas, United States of America."
29961761,2018 Jul 02,"#Name Hidemichi Kihara #Affiliation Harvard School of Dental Medicine, Boston, MA, USA. hkihara@iwate-med.ac.jp. #Name David M Kim #Affiliation Harvard School of Dental Medicine, Boston, MA, USA. #Name Masazumi Nagai #Affiliation Harvard School of Dental Medicine, Boston, MA, USA. #Name Toshiki Nojiri #Affiliation Harvard School of Dental Medicine, Boston, MA, USA. #Name Shigemi Nagai #Affiliation Harvard School of Dental Medicine, Boston, MA, USA. #Name Chia-Yu Chen #Affiliation Harvard School of Dental Medicine, Boston, MA, USA. #Name Cliff Lee #Affiliation University of California, San Francisco, CA, USA. #Name Wataru Hatakeyama #Affiliation Harvard School of Dental Medicine, Boston, MA, USA. #Name Hisatomo Kondo #Affiliation School of Dental Medicine, Iwate Medical University, Iwate, Japan. #Name John Da Silva #Affiliation Harvard School of Dental Medicine, Boston, MA, USA. john_dasilva@hsdm.harvard.edu."
29990379,2018,"#Name Heini M Miettinen #Affiliation Department of Microbiology and Immunology, Montana State University, Bozeman, MT, United States of America. #Name Jeannie M Gripentrog #Affiliation Department of Microbiology and Immunology, Montana State University, Bozeman, MT, United States of America. #Name Connie I Lord #Affiliation Department of Microbiology and Immunology, Montana State University, Bozeman, MT, United States of America. #Name Jon O Nagy #Affiliation NanoValent Pharmaceuticals, Inc., Bozeman, MT, United States of America."
25675522,2015 Feb 24,"#Name Paul J Mintz #Affiliation Departments of Genitourinary Medical Oncology. #Name Anna Cecilia Rietz #Affiliation University of New Mexico Cancer Center and Divisions of Molecular Medicine, and. #Name Marina Cardó-Vila #Affiliation University of New Mexico Cancer Center and Divisions of Molecular Medicine, and. #Name Michael G Ozawa #Affiliation David H. Koch Center, The University of Texas M. D. Anderson Cancer Center, Houston, TX 77030; #Name Eleonora Dondossola #Affiliation David H. Koch Center, The University of Texas M. D. Anderson Cancer Center, Houston, TX 77030; #Name Kim-Anh Do #Affiliation Biostatistics, and. #Name Jeri Kim #Affiliation Departments of Genitourinary Medical Oncology. #Name Patricia Troncoso #Affiliation Pathology and. #Name Christopher J Logothetis #Affiliation Departments of Genitourinary Medical Oncology. #Name Richard L Sidman #Affiliation Harvard Medical School and Department of Neurology, Beth Israel Deaconess Medical Center, Boston, MA 02215; and richard_sidman@hms.harvard.edu rpasqual@salud.unm.edu warap@salud.unm.edu. #Name Renata Pasqualini #Affiliation University of New Mexico Cancer Center and Divisions of Molecular Medicine, and richard_sidman@hms.harvard.edu rpasqual@salud.unm.edu warap@salud.unm.edu. #Name Wadih Arap #Affiliation University of New Mexico Cancer Center and Divisions of Hematology and Medical Oncology, Department of Internal Medicine, University of New Mexico School of Medicine, Albuquerque, NM 87131 richard_sidman@hms.harvard.edu rpasqual@salud.unm.edu warap@salud.unm.edu."
